complaint_id,text,category,priority,sentiment,resolution_time,cleaned_text
397,Need bulk order details,Trade,High,-0.8567502790130717,47,need bulk order detail
398,Inquiry about pricing,Trade,Medium,-0.4680817252156146,24,inquiry pricing
399,Defective item received,Product,High,-0.8811727831873946,44,defective item received
400,Product malfunctioning,Product,Low,0.4066439073020356,61,product malfunctioning
401,Need bulk order details,Trade,Low,0.0718747057773203,20,need bulk order detail
402,Need bulk order details,Trade,Medium,-0.9623487734871023,44,need bulk order detail
403,Poor packaging quality,Packaging,Medium,0.6663750125475525,60,poor packaging quality
404,Inquiry about pricing,Trade,Low,0.7549784381688485,67,inquiry pricing
405,Box was broken,Packaging,Medium,0.0380521115109069,39,box broken
406,Product malfunctioning,Product,Medium,0.8149397599377444,43,product malfunctioning
407,Product malfunctioning,Product,Low,-0.3431888215061671,29,product malfunctioning
408,Damaged packaging,Packaging,Low,0.1858562309668174,39,damaged packaging
409,Need bulk order details,Trade,High,0.2067719978764568,46,need bulk order detail
410,Trade-related query,Trade,Low,-0.3218466163905249,31,traderelated query
411,Poor packaging quality,Packaging,Medium,-0.2304174964148182,49,poor packaging quality
412,Inquiry about pricing,Trade,Low,-0.9374442224426004,50,inquiry pricing
413,Box was broken,Packaging,Medium,-0.386180161430453,18,box broken
414,Damaged packaging,Packaging,High,0.7562673881629085,21,damaged packaging
415,Product malfunctioning,Product,High,-0.7635247352383658,45,product malfunctioning
416,Product malfunctioning,Product,Low,-0.1291850788501469,9,product malfunctioning
417,Trade-related query,Trade,Low,-0.1825029486404255,52,traderelated query
418,Product stopped working,Product,Low,0.0598391263557027,45,product stopped working
419,Product malfunctioning,Product,High,-0.2672192610297557,16,product malfunctioning
420,Box was broken,Packaging,Medium,-0.937978144835121,26,box broken
421,Damaged packaging,Packaging,Medium,0.252401709232001,20,damaged packaging
422,Defective item received,Product,Medium,0.9102507757587716,54,defective item received
423,Damaged packaging,Packaging,High,-0.0665331896948759,61,damaged packaging
424,Defective item received,Product,Low,0.2631614943058873,47,defective item received
425,Product stopped working,Product,High,-0.8704959242700954,6,product stopped working
426,Product stopped working,Product,High,-0.3991640198049511,53,product stopped working
427,Trade-related query,Trade,Medium,-0.1968148721208553,66,traderelated query
428,Defective item received,Product,Medium,-0.7716819313808543,14,defective item received
429,Damaged packaging,Packaging,Low,-0.2586099639790398,2,damaged packaging
430,Need bulk order details,Trade,Low,0.3506238528644265,70,need bulk order detail
431,Damaged packaging,Packaging,Low,0.0551918206313108,68,damaged packaging
432,Product stopped working,Product,Low,-0.6392667182676104,1,product stopped working
433,Poor packaging quality,Packaging,Low,0.4386549313044245,40,poor packaging quality
434,Damaged packaging,Packaging,Medium,0.8075569703917254,59,damaged packaging
435,Need bulk order details,Trade,Medium,-0.6587147753407248,27,need bulk order detail
436,Need bulk order details,Trade,High,-0.4672728824400802,70,need bulk order detail
437,Defective item received,Product,Low,0.7806056491213424,55,defective item received
438,Product malfunctioning,Product,Low,0.1140107970766233,1,product malfunctioning
439,Box was broken,Packaging,Medium,0.7288608545307282,34,box broken
440,Inquiry about pricing,Trade,Medium,-0.550889721888677,69,inquiry pricing
441,Defective item received,Product,High,0.7576112213112165,63,defective item received
442,Need bulk order details,Trade,High,0.6617167357317855,61,need bulk order detail
443,Defective item received,Product,High,0.6992257149253938,17,defective item received
444,Box was broken,Packaging,Medium,0.8707177866412741,7,box broken
445,Poor packaging quality,Packaging,Low,-0.4533875444170621,67,poor packaging quality
446,Defective item received,Product,High,-0.8784477670645927,59,defective item received
447,Poor packaging quality,Packaging,Medium,0.1120832117683281,39,poor packaging quality
448,Defective item received,Product,Medium,0.0614535203488324,2,defective item received
449,Product stopped working,Product,High,0.6720388517024793,15,product stopped working
450,Poor packaging quality,Packaging,Medium,-0.0166560285434034,50,poor packaging quality
451,Trade-related query,Trade,Low,0.119019962406645,13,traderelated query
452,Product malfunctioning,Product,High,-0.7226377297611939,20,product malfunctioning
453,Box was broken,Packaging,Medium,0.0995078386106669,62,box broken
454,Inquiry about pricing,Trade,Medium,-0.295694619599137,28,inquiry pricing
455,Defective item received,Product,High,0.6287681389013606,21,defective item received
456,Defective item received,Product,Medium,0.9858481578060772,65,defective item received
457,Product malfunctioning,Product,Medium,0.2265996132890719,20,product malfunctioning
458,Trade-related query,Trade,Low,0.1679813660268352,57,traderelated query
459,Need bulk order details,Trade,Medium,0.0334694656000329,10,need bulk order detail
460,Product stopped working,Product,Medium,-0.6376562487402544,5,product stopped working
461,Inquiry about pricing,Trade,High,-0.4133448522057634,10,inquiry pricing
462,Defective item received,Product,Low,-0.4412370792453315,29,defective item received
463,Defective item received,Product,Low,0.0150498552015341,52,defective item received
464,Defective item received,Product,High,-0.4446455994325375,48,defective item received
465,Box was broken,Packaging,High,0.0320875377495175,17,box broken
466,Damaged packaging,Packaging,Low,-0.4304913228394689,47,damaged packaging
467,Product malfunctioning,Product,Low,-0.9618921576739924,39,product malfunctioning
468,Product stopped working,Product,Low,0.4173448571865956,50,product stopped working
469,Poor packaging quality,Packaging,High,-0.3492793998413031,13,poor packaging quality
470,Poor packaging quality,Packaging,High,-0.6778234620253216,36,poor packaging quality
471,Box was broken,Packaging,Medium,-0.1140751800066799,67,box broken
472,Product stopped working,Product,High,-0.0120870020384544,38,product stopped working
473,Product malfunctioning,Product,Medium,-0.388093005463183,52,product malfunctioning
474,Box was broken,Packaging,High,-0.3307043497136241,29,box broken
475,Poor packaging quality,Packaging,High,0.7101642346377464,24,poor packaging quality
476,Defective item received,Product,Low,0.5785294112377266,18,defective item received
477,Damaged packaging,Packaging,Medium,0.2613478113615726,58,damaged packaging
478,Inquiry about pricing,Trade,Medium,0.9119642271159424,45,inquiry pricing
479,Product malfunctioning,Product,Low,0.9063904384348924,34,product malfunctioning
480,Product malfunctioning,Product,Low,0.87928688971377,13,product malfunctioning
481,Need bulk order details,Trade,High,0.6234992471509073,39,need bulk order detail
482,Need bulk order details,Trade,High,0.4011095298316769,70,need bulk order detail
483,Damaged packaging,Packaging,Low,0.1171389625677445,42,damaged packaging
484,Damaged packaging,Packaging,Medium,0.0946014518322087,58,damaged packaging
485,Box was broken,Packaging,Low,-0.1525888305512674,7,box broken
486,Trade-related query,Trade,Medium,0.4604712518431473,52,traderelated query
487,Defective item received,Product,Medium,-0.4324791453630126,40,defective item received
488,Product stopped working,Product,Medium,-0.2200731223397503,70,product stopped working
489,Defective item received,Product,High,0.8289164268364506,65,defective item received
490,Trade-related query,Trade,Medium,0.8622913615502492,65,traderelated query
491,Inquiry about pricing,Trade,Medium,-0.1597978249056586,63,inquiry pricing
492,Inquiry about pricing,Trade,Medium,0.8110269182385417,26,inquiry pricing
493,Box was broken,Packaging,High,0.7585509191967068,21,box broken
494,Box was broken,Packaging,Low,-0.6339952529322894,39,box broken
495,Damaged packaging,Packaging,Medium,0.805001779386429,47,damaged packaging
496,Damaged packaging,Packaging,High,0.8967027511395984,61,damaged packaging
497,Box was broken,Packaging,Low,-0.4832765593888717,28,box broken
498,Damaged packaging,Packaging,Low,-0.7481403528496637,9,damaged packaging
499,Inquiry about pricing,Trade,Low,0.5905738698195242,34,inquiry pricing
500,Damaged packaging,Packaging,Low,0.2905166688029761,52,damaged packaging
501,Damaged packaging,Packaging,High,-0.7370810194163446,70,damaged packaging
502,Need bulk order details,Trade,High,-0.0488672352385972,64,need bulk order detail
503,Poor packaging quality,Packaging,High,0.147366990690323,25,poor packaging quality
504,Trade-related query,Trade,Low,0.7565783760477174,1,traderelated query
505,Inquiry about pricing,Trade,Low,-0.6158562789445157,16,inquiry pricing
506,Inquiry about pricing,Trade,Medium,0.1292636633060628,55,inquiry pricing
507,Inquiry about pricing,Trade,High,0.1818517796153773,35,inquiry pricing
508,Product stopped working,Product,Medium,0.7541688256519603,60,product stopped working
509,Box was broken,Packaging,Medium,0.0869844422483478,54,box broken
510,Trade-related query,Trade,High,0.9256352838417696,55,traderelated query
511,Product malfunctioning,Product,Medium,0.0471534278902212,42,product malfunctioning
512,Inquiry about pricing,Trade,High,-0.2215833822826245,22,inquiry pricing
513,Poor packaging quality,Packaging,Low,0.955380267305186,13,poor packaging quality
514,Poor packaging quality,Packaging,High,-0.474680995660991,6,poor packaging quality
515,Product stopped working,Product,Medium,-0.5109918206913922,57,product stopped working
516,Box was broken,Packaging,Low,0.4180434864919913,50,box broken
517,Box was broken,Packaging,Medium,-0.0247424114119025,14,box broken
518,Product malfunctioning,Product,High,0.0747221073845463,10,product malfunctioning
519,Product stopped working,Product,High,-0.2052136730250553,17,product stopped working
520,Defective item received,Product,Medium,0.9119635809430195,63,defective item received
521,Product stopped working,Product,High,-0.8357090556132754,32,product stopped working
522,Damaged packaging,Packaging,Low,0.6535625883096619,54,damaged packaging
523,Poor packaging quality,Packaging,Low,0.6557899252819084,28,poor packaging quality
524,Defective item received,Product,Medium,0.3005382332549309,67,defective item received
525,Inquiry about pricing,Trade,Medium,-0.9067898267291756,55,inquiry pricing
526,Inquiry about pricing,Trade,Low,0.7741040433811921,6,inquiry pricing
527,Product malfunctioning,Product,Medium,-0.7449999568406576,12,product malfunctioning
528,Product stopped working,Product,Medium,-0.3021036114866695,12,product stopped working
529,Inquiry about pricing,Trade,Medium,0.6380180744255133,61,inquiry pricing
530,Need bulk order details,Trade,High,-0.0114519973732063,61,need bulk order detail
531,Inquiry about pricing,Trade,Medium,-0.7153143367707016,50,inquiry pricing
532,Inquiry about pricing,Trade,Medium,0.9828413195219112,8,inquiry pricing
533,Trade-related query,Trade,Low,0.0753144211627931,4,traderelated query
534,Box was broken,Packaging,Medium,-0.7557190329050434,5,box broken
535,Product stopped working,Product,Medium,-0.7818996299882872,60,product stopped working
536,Product malfunctioning,Product,Low,0.0843248988736382,6,product malfunctioning
537,Damaged packaging,Packaging,Low,-0.0522117481470796,3,damaged packaging
538,Product malfunctioning,Product,Medium,-0.0481462573034709,59,product malfunctioning
539,Defective item received,Product,Low,0.4891623137395771,12,defective item received
540,Box was broken,Packaging,Low,0.1446368977774965,41,box broken
541,Product stopped working,Product,Medium,-0.5074354383756656,8,product stopped working
542,Box was broken,Packaging,Low,-0.3184311825152552,32,box broken
543,Box was broken,Packaging,Medium,-0.6477725862002914,14,box broken
544,Product stopped working,Product,Medium,0.6672840374359021,45,product stopped working
545,Box was broken,Packaging,Medium,-0.8074331339690297,19,box broken
546,Product malfunctioning,Product,Medium,0.5344523212228023,63,product malfunctioning
547,Trade-related query,Trade,Medium,-0.5411430487111191,12,traderelated query
548,Defective item received,Product,Low,-0.310241001289167,42,defective item received
549,Product malfunctioning,Product,Low,-0.374237112105652,33,product malfunctioning
550,Trade-related query,Trade,Medium,0.045933096613129,32,traderelated query
551,Inquiry about pricing,Trade,Medium,0.0602109726449011,58,inquiry pricing
552,Defective item received,Product,Medium,-0.4726298609281465,50,defective item received
553,Poor packaging quality,Packaging,High,-0.6866941295203679,6,poor packaging quality
554,Product malfunctioning,Product,Low,0.6473767065769456,16,product malfunctioning
555,Need bulk order details,Trade,Low,-0.7025309712453636,45,need bulk order detail
556,Product stopped working,Product,Medium,0.3157740617627216,27,product stopped working
557,Inquiry about pricing,Trade,Medium,0.4635337781922573,48,inquiry pricing
